gender,birth_year,education_stage,work_mode,device_usage_type,daily_screen_time,social_media_hours,doomscrolling_duration,late_night_device_usage,notification_count,smartphone_unlocks,app_switch_frequency,concentration_score,distraction_frequency,focus_sessions,deep_work_hours,task_completion_rate,sleep_hours,sleep_quality,motivation_level,emotional_exhaustion,stress_level,mental_fatigue,DE01_indicator_score,DE02_indicator_score,DE04_indicator_score,DE05_indicator_score,PS02_indicator_score,CP03_indicator_score,CP02_indicator_score,CP04_indicator_score,SR01_indicator_score,SR05_indicator_score,PS03_indicator_score,PS04_indicator_score,psychological_symptoms_score,digital_exposure_score,cognitive_performance_score,sleep_and_recovery_score,digital_burnout_score,dbi_level
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,4,3,1,1,1,7,1,2,2,2,3,5,6,3,4,3,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.25,0.5555555555555556,0.625,0.5,0.27404208825905235,0.2728484041722424,0.06248931807419363,0.038409758616838575,0.647789569122327,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,3,3,0,2,1,6,1,1,2,2,2,6,3,4,4,4,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.48148148148148145,0.33333333333333337,0.33333333333333337,0.5,0.4444444444444444,0.75,0.75,0.27642474947024387,0.2728484041722424,0.07554363238201867,0.05622756769043295,0.6810443537149378,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,3,3,0,1,1,7,1,2,1,0,3,6,3,3,4,5,1.0,0.6666666666666666,0.16666666666666666,1.0,0.75,0.3333333333333333,0.6666666666666667,1.0,0.25,0.4444444444444444,0.625,1.0,0.2577231868794898,0.26173384649242665,0.10632009170912127,0.034977767026297873,0.6607548921073355,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,1,2,1,7,2,1,1,1,2,4,3,3,5,5,1.0,0.5,0.5,1.0,0.75,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.5,0.6666666666666667,0.75,1.0,0.28410866078937935,0.27857698620830074,0.11518790041751849,0.06309155087151436,0.7409650982867129,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,0,1,1,7,1,2,2,0,3,6,7,3,4,4,0.75,0.6666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.33333333333333337,1.0,0.25,0.4444444444444444,0.625,0.75,0.2817259995781878,0.228700974765297,0.0839166435808743,0.034977767026297873,0.6293213849506569,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,3,3,0,1,1,5,2,2,1,2,2,6,3,4,4,4,0.75,0.6666666666666666,0.16666666666666666,1.0,0.75,0.5185185185185186,0.6666666666666667,0.33333333333333337,0.5,0.4444444444444444,0.75,0.75,0.27642474947024387,0.228700974765297,0.1012106590872219,0.05622756769043295,0.6625639510131958,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,4,3,0,1,1,6,1,2,1,1,3,6,6,4,4,5,1.0,0.6666666666666666,0.16666666666666666,1.0,1.0,0.3703703703703704,0.6666666666666667,0.6666666666666667,0.25,0.4444444444444444,0.75,1.0,0.3157953848072128,0.26173384649242665,0.0988700075327372,0.034977767026297873,0.7113770058586745,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,3,3,1,2,1,6,2,1,1,2,3,4,4,3,5,5,0.75,0.5,0.5,1.0,0.75,0.5925925925925927,0.6666666666666667,0.33333333333333337,0.25,0.6666666666666667,0.75,1.0,0.28410866078937935,0.24554411448117108,0.10773781624113442,0.04184175020737928,0.6792323417190641,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,0,2,1,6,1,2,1,2,1,4,3,4,4,3,1.0,0.5,0.3333333333333333,1.0,0.75,0.3703703703703704,0.6666666666666667,0.33333333333333337,0.75,0.6666666666666667,0.75,0.5,0.26874083815110844,0.267462428528485,0.08815634477939686,0.08434135153564942,0.7087009629946397,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,3,3,1,2,1,7,2,1,2,0,1,5,3,4,4,3,1.0,0.6666666666666666,0.5,1.0,0.75,0.5555555555555556,0.33333333333333337,1.0,0.75,0.5555555555555556,0.75,0.5,0.26874083815110844,0.2839629618520581,0.10349811504261185,0.08090935994510873,0.7371112749908871,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,3,3,0,1,1,5,2,2,1,2,2,5,3,3,5,5,0.75,0.5,0.16666666666666666,1.0,0.75,0.5185185185185186,0.6666666666666667,0.33333333333333337,0.5,0.5555555555555556,0.75,1.0,0.28410866078937935,0.22331499912153957,0.1012106590872219,0.05965955928097365,0.6682938782791146,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,3,3,1,1,1,7,1,2,1,1,3,5,3,4,4,4,0.75,0.6666666666666666,0.3333333333333333,1.0,0.75,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.25,0.5555555555555556,0.75,0.75,0.27642474947024387,0.23981553244511275,0.09560642895578093,0.038409758616838575,0.6502564694879762,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,4,3,1,1,1,7,2,1,1,2,2,6,4,4,4,5,1.0,0.5,0.3333333333333333,1.0,1.0,0.5555555555555556,0.6666666666666667,0.33333333333333337,0.5,0.4444444444444444,0.75,1.0,0.3157953848072128,0.267462428528485,0.10447423766417815,0.05622756769043295,0.7439596186903089,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,1,2,1,7,2,2,1,1,1,6,4,3,4,5,1.0,0.5,0.5,1.0,0.75,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.75,0.4444444444444444,0.625,1.0,0.2577231868794898,0.27857698620830074,0.10539716468664971,0.07747736835456802,0.7191747061290082,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,3,3,0,2,1,5,2,2,1,2,1,4,7,4,4,5,0.75,0.6666666666666666,0.3333333333333333,1.0,0.75,0.5185185185185186,0.6666666666666667,0.33333333333333337,0.75,0.6666666666666667,0.75,1.0,0.28410866078937935,0.23981553244511275,0.1012106590872219,0.08434135153564942,0.7094762038573634,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,1,1,1,7,1,1,1,0,1,5,7,3,5,3,1.0,0.5,0.3333333333333333,1.0,0.75,0.4444444444444445,0.6666666666666667,1.0,0.75,0.5555555555555556,0.75,0.5,0.26874083815110844,0.267462428528485,0.11611082743999004,0.08090935994510873,0.7332234540646922,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,4,3,0,1,1,5,1,1,1,2,1,4,6,3,4,3,1.0,0.5,0.16666666666666666,1.0,1.0,0.5185185185185185,0.6666666666666667,0.33333333333333337,0.75,0.6666666666666667,0.625,0.5,0.27404208825905235,0.2563478708486692,0.10121065908722189,0.08434135153564942,0.7159419697305929,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,1,1,1,7,1,2,2,0,2,4,7,3,5,4,0.75,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.33333333333333337,1.0,0.5,0.6666666666666667,0.75,0.75,0.3081114734880773,0.23981553244511275,0.0839166435808743,0.06309155087151436,0.6949352003855789,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,3,3,0,2,1,7,1,2,1,2,3,6,3,3,4,5,0.75,0.6666666666666666,0.3333333333333333,1.0,0.75,0.3333333333333333,0.6666666666666667,0.33333333333333337,0.25,0.4444444444444444,0.625,1.0,0.2577231868794898,0.23981553244511275,0.0848927662024406,0.034977767026297873,0.617409252553341,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,0,1,1,7,1,2,2,2,1,6,7,4,5,5,0.75,0.6666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.75,0.4444444444444444,0.875,1.0,0.34218085871710235,0.228700974765297,0.06248931807419363,0.07747736835456802,0.7108485199111609,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,3,3,1,1,1,5,2,2,2,0,3,4,7,3,4,5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.5185185185185186,0.33333333333333337,1.0,0.25,0.6666666666666667,0.625,1.0,0.2577231868794898,0.2728484041722424,0.1002345364656556,0.04184175020737928,0.672647877724767,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,4,3,1,2,1,5,1,2,2,0,2,5,4,4,5,4,1.0,0.5,0.5,1.0,1.0,0.40740740740740744,0.33333333333333337,1.0,0.5,0.5555555555555556,0.875,0.75,0.33449694739796687,0.27857698620830074,0.09044380073478682,0.05965955928097365,0.7631772936220281,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,4,3,1,1,1,7,2,2,2,2,2,6,4,3,4,5,1.0,0.5,0.3333333333333333,1.0,1.0,0.4444444444444445,0.33333333333333337,0.33333333333333337,0.5,0.4444444444444444,0.625,1.0,0.28940991089732326,0.267462428528485,0.07228005380506242,0.05622756769043295,0.6853799609213036,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,4,3,0,2,1,7,2,2,2,2,1,5,4,4,4,4,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.4444444444444445,0.33333333333333337,0.33333333333333337,0.75,0.5555555555555556,0.75,0.75,0.3081114734880773,0.2728484041722424,0.07228005380506242,0.08090935994510873,0.7341492914104909,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,3,3,0,1,1,5,2,2,1,1,2,6,6,4,5,4,0.75,0.5,0.16666666666666666,1.0,0.75,0.5185185185185186,0.6666666666666667,0.6666666666666667,0.5,0.4444444444444444,0.875,0.75,0.3028102233801334,0.22331499912153957,0.11192432184056224,0.05622756769043295,0.6942771120326682,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,0,2,1,7,1,2,2,2,1,5,3,3,5,4,1.0,0.5,0.3333333333333333,1.0,0.75,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.75,0.5555555555555556,0.75,0.75,0.27642474947024387,0.267462428528485,0.06248931807419363,0.08090935994510873,0.6872858560180313,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,4,3,0,1,1,5,2,2,2,2,2,5,4,4,4,5,1.0,0.5,0.16666666666666666,1.0,1.0,0.5185185185185186,0.33333333333333337,0.33333333333333337,0.5,0.5555555555555556,0.75,1.0,0.3157953848072128,0.2563478708486692,0.07880721095897493,0.05965955928097365,0.7106100258958307,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,3,3,0,2,1,5,1,2,2,1,1,4,7,4,5,4,0.75,0.5,0.3333333333333333,1.0,0.75,0.40740740740740744,0.33333333333333337,0.6666666666666667,0.75,0.6666666666666667,0.875,0.75,0.3028102233801334,0.23442955680135535,0.07973013798144649,0.08434135153564942,0.7013112696985846,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,3,3,1,2,1,6,2,2,1,0,2,6,7,3,5,5,1.0,0.6666666666666666,0.5,1.0,0.75,0.48148148148148157,0.6666666666666667,1.0,0.5,0.4444444444444444,0.75,1.0,0.28410866078937935,0.2839629618520581,0.11937440601694631,0.05622756769043295,0.7436735963488167,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,4,3,1,2,1,7,2,2,2,0,2,5,7,3,4,5,1.0,0.6666666666666666,0.5,1.0,1.0,0.4444444444444445,0.33333333333333337,1.0,0.5,0.5555555555555556,0.625,1.0,0.28940991089732326,0.2839629618520581,0.09370737931174308,0.05965955928097365,0.7267398113420982,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,3,3,0,1,1,6,2,2,1,1,1,4,6,3,4,4,0.75,0.5,0.16666666666666666,1.0,0.75,0.48148148148148157,0.6666666666666667,0.6666666666666667,0.75,0.6666666666666667,0.625,0.75,0.2500392755603544,0.22331499912153957,0.10866074326360597,0.08434135153564942,0.6663563694811494,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,4,3,0,2,1,6,1,2,1,2,1,4,6,4,5,4,0.75,0.5,0.3333333333333333,1.0,1.0,0.3703703703703704,0.6666666666666667,0.33333333333333337,0.75,0.6666666666666667,0.875,0.75,0.33449694739796687,0.23442955680135535,0.08815634477939686,0.08434135153564942,0.7414242005143685,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,4,3,0,1,1,5,2,2,1,2,2,5,6,3,5,5,1.0,0.6666666666666666,0.16666666666666666,1.0,1.0,0.5185185185185186,0.6666666666666667,0.33333333333333337,0.5,0.5555555555555556,0.75,1.0,0.3157953848072128,0.26173384649242665,0.1012106590872219,0.05965955928097365,0.738399449667835,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,4,3,1,1,1,7,1,2,2,2,1,5,6,4,4,5,1.0,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.75,0.5555555555555556,0.75,1.0,0.3157953848072128,0.267462428528485,0.06248931807419363,0.08090935994510873,0.7266564913550002,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,4,3,0,1,1,5,1,2,2,1,2,4,6,4,4,4,1.0,0.6666666666666666,0.16666666666666666,1.0,1.0,0.40740740740740744,0.33333333333333337,0.6666666666666667,0.5,0.6666666666666667,0.75,0.75,0.3081114734880773,0.26173384649242665,0.07973013798144649,0.06309155087151436,0.7126670088334648,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,4,3,1,1,1,6,2,2,1,2,2,5,7,4,4,4,0.75,0.5,0.3333333333333333,1.0,1.0,0.48148148148148157,0.6666666666666667,0.33333333333333337,0.5,0.5555555555555556,0.75,0.75,0.3081114734880773,0.23442955680135535,0.09794708051026564,0.05965955928097365,0.700147670080672,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,4,3,1,1,1,6,2,2,1,2,1,4,7,3,4,4,0.75,0.5,0.3333333333333333,1.0,1.0,0.48148148148148157,0.6666666666666667,0.33333333333333337,0.75,0.6666666666666667,0.625,0.75,0.2817259995781878,0.23442955680135535,0.09794708051026564,0.08434135153564942,0.6984439884254583,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,1,1,1,6,2,2,1,1,1,5,7,4,5,3,1.0,0.5,0.3333333333333333,1.0,0.75,0.48148148148148157,0.6666666666666667,0.6666666666666667,0.75,0.5555555555555556,0.875,0.5,0.295126312060998,0.267462428528485,0.10866074326360597,0.08090935994510873,0.7521588437981976,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,3,3,0,1,1,5,2,2,2,2,2,4,7,3,4,4,0.75,0.5,0.16666666666666666,1.0,0.75,0.5185185185185186,0.33333333333333337,0.33333333333333337,0.5,0.6666666666666667,0.625,0.75,0.2500392755603544,0.22331499912153957,0.07880721095897493,0.06309155087151436,0.6152530365123832,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,0,2,1,5,1,2,2,2,1,4,6,3,4,3,1.0,0.5,0.3333333333333333,1.0,0.75,0.40740740740740744,0.33333333333333337,0.33333333333333337,0.75,0.6666666666666667,0.625,0.5,0.24235536424121892,0.267462428528485,0.06901647522810615,0.08434135153564942,0.6631756195334595,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,4,3,0,1,1,5,1,2,1,2,2,5,7,3,5,5,0.75,0.5,0.16666666666666666,1.0,1.0,0.40740740740740744,0.6666666666666667,0.33333333333333337,0.5,0.5555555555555556,0.75,1.0,0.3157953848072128,0.22331499912153957,0.09141992335635311,0.05965955928097365,0.6901898665660791,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,0,2,1,7,1,2,2,2,1,4,6,4,4,3,0.75,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.75,0.6666666666666667,0.75,0.5,0.3004275621689419,0.23981553244511275,0.06248931807419363,0.08434135153564942,0.6870737642238978,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,1,1,1,5,2,2,2,2,2,4,4,4,4,5,0.75,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5185185185185186,0.33333333333333337,0.33333333333333337,0.5,0.6666666666666667,0.75,1.0,0.3157953848072128,0.23981553244511275,0.07880721095897493,0.06309155087151436,0.6975096790828148,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,4,3,1,1,1,5,1,2,2,2,1,4,7,4,5,3,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.40740740740740744,0.33333333333333337,0.33333333333333337,0.75,0.6666666666666667,0.875,0.5,0.32681303607883144,0.2728484041722424,0.06901647522810615,0.08434135153564942,0.7530192670148295,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,1,1,1,6,2,2,2,1,1,4,6,4,5,4,1.0,0.5,0.3333333333333333,1.0,0.75,0.48148148148148157,0.33333333333333337,0.6666666666666667,0.75,0.6666666666666667,0.875,0.75,0.3028102233801334,0.267462428528485,0.08625729513535901,0.08434135153564942,0.7408712985796269,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,0,1,1,6,2,2,1,1,1,5,6,4,5,3,0.75,0.6666666666666666,0.16666666666666666,1.0,1.0,0.48148148148148157,0.6666666666666667,0.6666666666666667,0.75,0.5555555555555556,0.875,0.5,0.32681303607883144,0.228700974765297,0.10866074326360597,0.08090935994510873,0.7450841140528431,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,0,1,1,5,2,2,1,2,2,4,3,4,4,4,0.75,0.6666666666666666,0.16666666666666666,1.0,1.0,0.5185185185185186,0.6666666666666667,0.33333333333333337,0.5,0.6666666666666667,0.75,0.75,0.3081114734880773,0.228700974765297,0.1012106590872219,0.06309155087151436,0.7011146582121106,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,3,3,1,1,1,6,1,2,2,2,2,5,4,4,5,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.3703703703703704,0.33333333333333337,0.33333333333333337,0.5,0.5555555555555556,0.875,0.5,0.295126312060998,0.2728484041722424,0.0657528966511499,0.05965955928097365,0.6933871721653639,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,3,3,1,1,1,6,2,2,1,1,1,4,3,4,5,3,0.75,0.6666666666666666,0.3333333333333333,1.0,0.75,0.48148148148148157,0.6666666666666667,0.6666666666666667,0.75,0.6666666666666667,0.875,0.5,0.295126312060998,0.23981553244511275,0.10866074326360597,0.08434135153564942,0.7279439393053662,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,4,3,1,1,1,6,2,2,2,2,2,4,7,4,5,5,0.75,0.5,0.3333333333333333,1.0,1.0,0.48148148148148157,0.33333333333333337,0.33333333333333337,0.5,0.6666666666666667,0.875,1.0,0.34218085871710235,0.23442955680135535,0.07554363238201868,0.06309155087151436,0.7152455987719908,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,1,1,1,6,1,2,2,1,2,5,7,4,5,5,0.75,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3703703703703704,0.33333333333333337,0.6666666666666667,0.5,0.5555555555555556,0.875,1.0,0.34218085871710235,0.23981553244511275,0.07646655940449024,0.05965955928097365,0.718122509847679,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,3,3,0,1,1,5,2,2,2,2,1,4,7,4,5,3,1.0,0.6666666666666666,0.16666666666666666,1.0,0.75,0.5185185185185186,0.33333333333333337,0.33333333333333337,0.75,0.6666666666666667,0.875,0.5,0.295126312060998,0.26173384649242665,0.07880721095897493,0.08434135153564942,0.720008721048049,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,3,3,1,1,1,6,2,2,1,2,1,5,4,4,5,4,0.75,0.6666666666666666,0.3333333333333333,1.0,0.75,0.48148148148148157,0.6666666666666667,0.33333333333333337,0.75,0.5555555555555556,0.875,0.75,0.3028102233801334,0.23981553244511275,0.09794708051026564,0.08090935994510873,0.7214821962806206,High Risk
